Aar,Aar.N:m
heat,heat.V::g1s:g1p:g2s:g2p:g3p
heather,heather.N
heave,heave.V::g1s:g1p:g2s:g2p:g3p
heaven,heaven.N
heavenly,heavenly.ADV
heavily,heavily.ADV
heavy,heavy.ADV
hebrew,hebrew.N
heder,heder.N
he,he.PRO
heir,heir.N
held,hold.V
hellish,hellish.ADJ
helped,help.V
helpful,helpful.ADJ
help,help.V::g1s:g1p:g2s:g2p:g3p
helps,help.V::g3s
hence,hence.ADV
hereby,hereby.ADV
here,here.ADV
herein,herein.ADV
her,her.PRO
herself,herself.PRO
hesitate,hesitate.V::g1s:g1p:g2s:g2p:g3p
hideous,hideous.ADJ
hid,hide.V
hiding,hide.V
hie,hie.V::g1s:g1p:g2s:g2p:g3p
highest,high.ADV
highly,highly.ADV
hight,hight.ADJ
hills,hill.V::g3s
hilly,hilly.ADJ
him,him.PRO
himself,himself.PRO
hindlegs,hindleg.N
hin,hin.N
hinted,hint.V
hint,hint.V::g1s:g1p:g2s:g2p:g3p
hired,hire.V
his,his.PRO
historical,historical.N
history,history.N
hits,hit.V::g3s
hoc,hoc.N
holding,hold.V
holds,hold.V::g3s
holes,hole.N
holiday,holiday.N
holidays,holidays.ADV
homecoming,homecoming.N
home,home.ADV
homes,home.V::g3s
homo,homo.N
honestly,honestly.ADV
honesty,honesty.N
honor,honor.V::g1s:g1p:g2s:g2p:g3p
honoured,honour.V
honour,honour.V::g1s:g1p:g2s:g2p:g3p
hoped,hope.V
hope,hope.V::g1s:g1p:g2s:g2p:g3p
hopeless,hopeless.ADJ
hopelessly,hopelessly.ADV
hopelessness,hopelessness.N
hoper,hoper.N
hopes,hope.V::g3s
hoping,hope.V
hormones,hormone.N
horoscope,horoscope.N
horrid,horrid.ADJ
horrors,horror.N
horses,horse.V::g3s
hospital,hospital.N
hospitality,hospitality.N
hospitals,hospital.N
hosts,host.V::g3s
hotel,hotel.N
hot,hot.ADV
hour,hour.N
hourly,hourly.ADV
hours,hour.N
household,household.N
house,house.V::g1s:g1p:g2s:g2p:g3p
houses,house.V::g3s
housework,housework.N
however,however.ADV
huge,huge.ADJ
hugely,hugely.ADV
humanly,humanly.ADV
humbug,humbug.V::g1s:g1p:g2s:g2p:g3p
humbugs,humbug.V::g3s
humiliating,humiliate.V
hundred,hundred.N
hundreds,hundred.N
hun,hun.N
hurried,hurry.V
hurriedly,hurriedly.ADV
hurry,hurry.V::g1s:g1p:g2s:g2p:g3p
husband,husband.V::g1s:g1p:g2s:g2p:g3p
husker,husker.N
hustle,hustle.V::g1s:g1p:g2s:g2p:g3p
hut,hut.N
hypothesis,hypothesis.N
idea,idea.N
ideas,idea.N
idem,idem.PRO
identical,identical.ADJ
identify,identify.V::g1s:g1p:g2s:g2p:g3p
identity,identity.N
ill,ill.ADV
illnesses,illness.N
illness,illness.N
illogically,illogically.ADV
illuminating,illuminate.V
illustrate,illustrate.V::g1s:g1p:g2s:g2p:g3p
image,image.V::g1s:g1p:g2s:g2p:g3p
imagery,imagery.N
imagination,imagination.N
imagined,imagine.V
imagine,imagine.V::g1s:g1p:g2s:g2p:g3p
immature,immature.N
immaturity,immaturity.N
immediately,immediately.ADV
immensely,immensely.ADV
immersion,immersion.N
immigration,immigration.N
immoral,immoral.ADJ
impartial,impartial.ADJ
impartially,impartially.ADV
impatient,impatient.ADJ
imperatively,imperatively.ADV
impersonated,impersonate.V
implies,imply.V::g3s
imply,imply.V::g1s:g1p:g2s:g2p:g3p
impolite,impolite.ADJ
importance,importance.N
important,important.ADJ
import,import.V::g1s:g1p:g2s:g2p:g3p
impossibility,impossibility.N
impotence,impotence.N
impressed,impress.V
impresses,impress.V::g3s
impression,impression.N
improper,improper.ADJ
improved,improve.V
improve,improve.V::g1s:g1p:g2s:g2p:g3p
improvement,improvement.N
improvements,improvement.N
improving,improve.V
inability,inability.N
inaccurate,inaccurate.ADJ
inaction,inaction.N
inactive,inactive.ADJ
inadequate,inadequate.ADJ
inadmissible,inadmissible.ADJ
inaudible,inaudible.ADJ
incapable,incapable.ADJ
inch,inch.V::g1s:g1p:g2s:g2p:g3p
incident,incident.N
inclined,incline.V
inclines,incline.V::g3s
includes,include.V::g3s
including,include.V
incoherent,incoherent.ADJ
incomplete,incomplete.ADJ
inconsiderate,inconsiderate.ADJ
inconvenience,inconvenience.V::g1s:g1p:g2s:g2p:g3p
inconvenient,inconvenient.ADJ
incorporate,incorporate.V::g1s:g1p:g2s:g2p:g3p
incorporating,incorporate.V
increases,increase.V::g3s
increasingly,increasingly.ADV
incredible,incredible.ADJ
incredibly,incredibly.ADV
indeed,indeed.ADV
indefatigable,indefatigable.ADJ
indefinable,indefinable.N
indefinables,indefinable.N
independent,independent.N
indescribable,indescribable.ADJ
index,index.V::g1s:g1p:g2s:g2p:g3p
indicated,indicate.V
indicates,indicate.V::g3s
indications,indication.N
indigestion,indigestion.N
indignation,indignation.N
indirect,indirect.ADJ
individuals,individual.N
indoors,indoors.ADV
induction,induction.N
indulgence,indulgence.V::g1s:g1p:g2s:g2p:g3p
ineffectual,ineffectual.ADJ
inexplicable,inexplicable.ADJ
infection,infection.N
infections,infection.N
inference,inference.V::g1s:g1p:g2s:g2p:g3p
infinitely,infinitely.ADV
infinity,infinity.N
inflicting,inflict.V
influenced,influence.V
influence,influence.V::g1s:g1p:g2s:g2p:g3p
influences,influence.V::g3s
influenza,influenza.N
information,information.N
informed,inform.V
inform,inform.V::g1s:g1p:g2s:g2p:g3p
informing,inform.V
ingenious,ingenious.ADJ
in,in.ADV
initials,initial.V::g3s
injured,injure.V
injustice,injustice.N
ink,ink.V::g1s:g1p:g2s:g2p:g3p
inmates,inmate.N
innocence,innocence.N
innumerable,innumerable.ADJ
inofficial,inofficial.ADJ
insane,insane.ADJ
insanity,insanity.N
insert,insert.V::g1s:g1p:g2s:g2p:g3p
inside,inside.ADV
insignificant,insignificant.ADJ
insist,insist.V::g1s:g1p:g2s:g2p:g3p
instability,instability.N
instance,instance.V::g1s:g1p:g2s:g2p:g3p
instant,instant.N
instants,instant.N
instead,instead.ADV
instinct,instinct.N
institution,institution.N
institutions,institution.N
instruction,instruction.N
instructive,instructive.ADJ
instructively,instructively.ADV
instrument,instrument.V::g1s:g1p:g2s:g2p:g3p
instruments,instrument.V::g3s
integrity,integrity.N
intellect,intellect.N
intellectual,intellectual.N
intelligence,intelligence.N
intelligently,intelligently.ADV
intended,intend.V
intending,intend.V
intend,intend.V::g1s:g1p:g2s:g2p:g3p
intends,intend.V::g3s
intense,intense.ADJ
intensely,intensely.ADV
intension,intension.N
intensity,intensity.N
intention,intention.N
interact,interact.V::g1s:g1p:g2s:g2p:g3p
interchanged,interchange.V
intercourse,intercourse.N
interested,interest.V
interesting,interest.V
interest,interest.V::g1s:g1p:g2s:g2p:g3p
interests,interest.V::g3s
interferes,interfere.V::g3s
internal,internal.N
internally,internally.ADV
interned,intern.V
interpreted,interpret.V
interpreting,interpret.V
interpret,interpret.V::g1s:g1p:g2s:g2p:g3p
interrupted,interrupt.V
interrupt,interrupt.V::g1s:g1p:g2s:g2p:g3p
interruptions,interruption.N
intervals,interval.N
intervention,intervention.N
intestines,intestine.N
intimately,intimately.ADV
introduce,introduce.V::g1s:g1p:g2s:g2p:g3p
introducing,introduce.V
introduction,introduction.N
introductions,introduction.N
intruding,intrude.V
invasion,invasion.N
invention,invention.N
inverted,invert.V
investigated,investigate.V
investigate,investigate.V::g1s:g1p:g2s:g2p:g3p
investigates,investigate.V::g3s
investigation,investigation.N
investigations,investigation.N
invitation,invitation.N
invited,invite.V
invite,invite.V::g1s:g1p:g2s:g2p:g3p
inviting,invite.V
involving,involve.V
ion,ion.N
ire,ire.N
iron,iron.V::g1s:g1p:g2s:g2p:g3p
irritated,irritate.V
irritates,irritate.V::g3s
irritating,irritate.V
is,isbe.V::g3s
isolated,isolate.V
isolating,isolate.V
issued,issue.V
issue,issue.V::g1s:g1p:g2s:g2p:g3p
issues,issue.V::g3s
issuing,issue.V
italics,italic.N
items,item.N
it,it.PRO
itself,itself.PRO
its,its.PRO
jacket,jacket.V::g1s:g1p:g2s:g2p:g3p
jam,jam.V::g1s:g1p:g2s:g2p:g3p
jammed,jam.V
jargon,jargon.V::g1s:g1p:g2s:g2p:g3p
jaw,jaw.V::g1s:g1p:g2s:g2p:g3p
jewish,jewish.N
job,job.V::g1s:g1p:g2s:g2p:g3p
jobless,jobless.ADJ
jobs,job.V::g3s
joined,join.V
joiner,joiner.N
joining,join.V
join,join.V::g1s:g1p:g2s:g2p:g3p
jointly,jointly.ADV
jokes,joke.V::g3s
jolly,jolly.ADV
journalism,journalism.N
journalist,journalist.N
journals,journal.N
journey,journey.V::g1s:g1p:g2s:g2p:g3p
joy,joy.N
judged,judge.V
judge,judge.V::g1s:g1p:g2s:g2p:g3p
judgement,judgement.N
judges,judge.V::g3s
judgment,judgment.N
juggling,juggle.V
jumble,jumble.V::g1s:g1p:g2s:g2p:g3p
jumpy,jumpy.ADJ
junior,junior.N
justify,justify.V::g1s:g1p:g2s:g2p:g3p
just,just.ADV
keenly,keenly.ADV
keeping,keep.V
keeps,keep.V::g3s
kept,keep.V
kettledrum,kettledrum.N
key,key.V::g1s:g1p:g2s:g2p:g3p
kicking,kick.V
kidneys,kidney.N
killed,kill.V
killing,kill.V
kinder,kind.ADJ
kindest,kind.ADJ
kindhearted,kindhearted.ADJ
kind,kind.N
kindly,kindly.ADV
kindness,kindness.N
kinds,kind.N
kit,kit.V::g1s:g1p:g2s:g2p:g3p
knew,know.V
knowing,know.V
know,know.V::g1s:g1p:g2s:g2p:g3p
knowledge,knowledge.N
known,know.V
knows,know.V::g3s
kor,kor.N
kraft,kraft.N
kroner,krone.N
label,label.V::g1s:g1p:g2s:g2p:g3p
laboratory,laboratory.N
labour,labour.V::g1s:g1p:g2s:g2p:g3p
lacking,lack.V
lady,lady.N
lake,lake.V::g1s:g1p:g2s:g2p:g3p
la,la.ADJ
lamed,lame.V
landlady,landlady.N
landlord,landlord.N
landscape,landscape.V::g1s:g1p:g2s:g2p:g3p
language,language.N
languages,language.N
lass,lass.N
lasted,last.V
lasts,last.V::g3s
late,late.ADV
lately,lately.ADV
later,late.ADV
latest,late.ADV
latin,latin.V::g1s:g1p:g2s:g2p:g3p
lat,lat.N
latter,latter.ADJ
laudatory,laudatory.ADJ
laugh,laugh.V::g1s:g1p:g2s:g2p:g3p
laughter,laughter.N
law,law.V::g1s:g1p:g2s:g2p:g3p
laws,law.V::g3s
layman,layman.N
laziness,laziness.N
lazy,lazy.V::g1s:g1p:g2s:g2p:g3p
leading,lead.V
lead,lead.V::g1s:g1p:g2s:g2p:g3p
leads,lead.V::g3s
leaf,leaf.V::g1s:g1p:g2s:g2p:g3p
leak,leak.V::g1s:g1p:g2s:g2p:g3p
learned,learn.V
learning,learn.V
learn,learn.V::g1s:g1p:g2s:g2p:g3p
learnt,learn.V
leave,leave.V::g1s:g1p:g2s:g2p:g3p
leaves,leave.V::g3s
leaving,leave.V
lectured,lecture.V
lecture,lecture.V::g1s:g1p:g2s:g2p:g3p
lecturer,lecturer.N
lectureship,lectureship.N
lectures,lecture.V::g3s
lecturing,lecture.V
ledger,ledger.N
led,lead.V
left,left.ADV
legally,legally.ADV
legitimate,legitimate.V::g1s:g1p:g2s:g2p:g3p
legitimately,legitimately.ADV
legs,leg.V::g3s
leisure,leisure.N
leisurely,leisurely.ADV
lemon,lemon.N
lending,lend.V
lend,lend.V::g1s:g1p:g2s:g2p:g3p
length,length.N
lengthy,lengthy.ADJ
lesson,lesson.V::g1s:g1p:g2s:g2p:g3p
let,let.V::g1s:g1p:g2s:g2p:g3p
lets,let.V::g3s
letterbox,letterbox.V::g1s:g1p:g2s:g2p:g3p
letter,letter.V::g1s:g1p:g2s:g2p:g3p
letters,letter.V::g3s
letting,let.V
level,level.V::g1s:g1p:g2s:g2p:g3p
lever,lever.V::g1s:g1p:g2s:g2p:g3p
liable,liable.ADJ
liberty,liberty.N
library,library.N
lie,lie.V::g1s:g1p:g2s:g2p:g3p
lieu,lieu.N
life,life.N
lifetime,lifetime.N
lighting,light.V
light,light.ADV
lights,light.V::g3s
likeable,likeable.ADJ
liked,like.V
likelihood,likelihood.N
likely,likely.ADV
likenesses,likeness.N
likewise,likewise.ADV
liking,like.V
limes,lime.V::g3s
limited,limit.V
limitless,limitless.ADJ
limit,limit.V::g1s:g1p:g2s:g2p:g3p
line,line.V::g1s:g1p:g2s:g2p:g3p
lines,line.V::g3s
linger,linger.V::g1s:g1p:g2s:g2p:g3p
links,link.V::g3s
listened,listen.V
listens,listen.V::g3s
literal,literal.N
lit,light.V
little,little.ADV
lived,live.V
live,live.V::g1s:g1p:g2s:g2p:g3p
lively,lively.ADV
liver,liver.N
lives,live.V::g3s
living,live.V
loathsome,loathsome.ADJ
local,local.N
lodge,lodge.V::g1s:g1p:g2s:g2p:g3p
lodgers,lodger.N
logical,logical.ADJ
logically,logically.ADV
logician,logician.N
logicians,logician.N
logic,logic.N
loneliness,loneliness.N
lonely,lonely.ADJ
longed,long.V
longing,long.V
longish,longish.ADJ
looked,look.V
looking,look.V
look,look.V::g1s:g1p:g2s:g2p:g3p
looks,look.V::g3s
loose,loose.ADV
looser,loose.ADJ
loosing,loose.V
losing,lose.V
loss,loss.N
lousy,lousy.ADJ
loved,love.V
love,love.V::g1s:g1p:g2s:g2p:g3p
lovely,lovely.ADV
loves,love.V::g3s
low,low.ADV
loyalty,loyalty.N
lubricates,lubricate.V::g3s
luck,luck.N
lucky,lucky.ADJ
lukewarm,lukewarm.ADJ
luxation,luxation.N
lying,lie.V
machine,machine.V::g1s:g1p:g2s:g2p:g3p
machines,machine.V::g3s
made,make.V
mad,mad.V::g1s:g1p:g2s:g2p:g3p
madness,madness.N
magazine,magazine.N
magazines,magazine.N
magi,magus.N
mags,mag.N
maid,maid.N
mainly,mainly.ADV
main,main.N
make,make.V::g1s:g1p:g2s:g2p:g3p
makeshift,makeshift.N
makes,make.V::g3s
making,make.V
malice,malice.N
malicious,malicious.ADJ
maligned,malign.V
malo,malo.N
mals,mal.N
managed,manage.V
mangler,mangler.N
manners,manner.N
mans,man.V::g3s
manual,manual.N
manufactured,manufacture.V
manure,manure.V::g1s:g1p:g2s:g2p:g3p
manuscript,manuscript.N
manuscripts,manuscript.N
many,many.PRO
map,map.V::g1s:g1p:g2s:g2p:g3p
marbled,marble.V
margin,margin.V::g1s:g1p:g2s:g2p:g3p
markedly,markedly.ADV
marked,mark.V
marks,mark.V::g3s
married,marry.V
marvellous,marvellous.ADJ
marvelous,marvelous.ADJ
mas,ma.N
masses,mass.V::g3s
mate,mate.V::g1s:g1p:g2s:g2p:g3p
materially,materially.ADV
mathematical,mathematical.ADJ
mathematician,mathematician.N
mathematicians,mathematician.N
mathematics,mathematics.N
math,math.N
maths,math.N
matriculate,matriculate.V::g1s:g1p:g2s:g2p:g3p
mattered,matter.V
matters,matter.V::g3s
maybe,maybe.ADV
may,may.V::g1s:g1p:g2s:g2p:g3s:g3p
meagre,meagre.ADJ
meal,meal.N
meals,meal.N
meaningless,meaningless.ADJ
meaning,mean.V
meanings,meaning.N
meanness,meanness.N
means,mean.V::g3s
meantime,meantime.ADV
meant,mean.V
meanwhile,meanwhile.ADV
measure,measure.V::g1s:g1p:g2s:g2p:g3p
measuring,measure.V
meat,meat.N
medical,medical.ADJ
medley,medley.N
meeting,meet.V
meetings,meeting.N
meet,meet.V::g1s:g1p:g2s:g2p:g3p
melding,meld.V
melting,melt.V
member,member.N
members,member.N
me,me.PRO
memorandum,memorandum.N
memories,memory.N
memory,memory.N
mended,mend.V
mending,mend.V
mend,mend.V::g1s:g1p:g2s:g2p:g3p
men,man.N
mentally,mentally.ADV
mentioned,mention.V
mentioning,mention.V
mention,mention.V::g1s:g1p:g2s:g2p:g3p
merciful,merciful.ADJ
merely,merely.ADV
mere,mere.N
merit,merit.V::g1s:g1p:g2s:g2p:g3p
mer,mer.N
message,message.V::g1s:g1p:g2s:g2p:g3p
messages,message.V::g3s
mess,mess.V::g1s:g1p:g2s:g2p:g3p
metal,metal.V::g1s:g1p:g2s:g2p:g3p
method,method.N
met,meet.V
midday,midday.N
middle,middle.N
middling,middling.ADV
midnight,midnight.N
might,might.V::g1s:g1p:g2s:g2p:g3s:g3p
mildest,mild.ADJ
mildly,mildly.ADV
miles,mile.N
military,military.N
mind,mind.V::g1s:g1p:g2s:g2p:g3p
minds,mind.V::g3s
min,min.N
minute,minute.V::g1s:g1p:g2s:g2p:g3p
minutes,minute.V::g3s
miracle,miracle.N
mirrored,mirror.V
mirrors,mirror.V::g3s
mirs,mir.N
mirth,mirth.N
misadventure,misadventure.N
misbehave,misbehave.V::g1s:g1p:g2s:g2p:g3p
misinterpretation,misinterpretation.N
misinterpretations,misinterpretation.N
misjudging,misjudge.V
misleading,mislead.V
misleads,mislead.V::g3s
misprint,misprint.V::g1s:g1p:g2s:g2p:g3p
misprints,misprint.V::g3s
misread,misread.V::g1s:g1p:g2s:g2p:g3p
missed,miss.V
missing,miss.V
mistake,mistake.V::g1s:g1p:g2s:g2p:g3p
mistaken,mistake.V
mistakes,mistake.V::g3s
mistrusts,mistrust.V::g3s
misunderstanding,misunderstand.V
misunderstandings,misunderstanding.N
misunderstand,misunderstand.V::g1s:g1p:g2s:g2p:g3p
misunderstood,misunderstand.V
mitten,mitten.N
mixed,mix.V
mixing,mix.V
mixture,mixture.N
mode,mode.N
moderately,moderately.ADV
modesty,modesty.N
moll,moll.N
moment,moment.N
moments,moment.N
monastery,monastery.N
money,money.N
monsoons,monsoon.N
month,month.N
months,month.N
monument,monument.N
mood,moo.V
moods,mood.N
morale,morale.N
morally,morally.ADV
moral,moral.N
more,much.ADV
morgen,morgen.N
mor,mor.N
morning,morning.N
morrow,morrow.N
mortal,mortal.N
mort,mort.N
mosquitos,mosquito.N
mostly,mostly.ADV
mother,mother.V::g1s:g1p:g2s:g2p:g3p
motion,motion.V::g1s:g1p:g2s:g2p:g3p
motives,motive.V::g3s
motorcar,motorcar.N
motor,motor.V::g1s:g1p:g2s:g2p:g3p
mouse,mouse.V::g1s:g1p:g2s:g2p:g3p
mouth,mouth.V::g1s:g1p:g2s:g2p:g3p
moved,move.V
movement,movement.N
movements,movement.N
move,move.V::g1s:g1p:g2s:g2p:g3p
moves,move.V::g3s
moving,move.V
much,much.ADV
muddled,muddle.V
muddleheadedness,muddleheadedness.N
muddles,muddle.V::g3s
mugginess,mugginess.N
munificence,munificence.N
muscles,muscle.V::g3s
mushy,mushy.ADJ
musical,musical.N
musician,musician.N
music,music.N
must,must.V::g1s:g1p:g2s:g2p:g3s:g3p
mutilated,mutilate.V
my,my.ADJ
myself,myself.PRO
mystical,mystical.ADJ
nail,nail.V::g1s:g1p:g2s:g2p:g3p
named,name.V
namely,namely.ADV
name,name.V::g1s:g1p:g2s:g2p:g3p
names,name.V::g3s
narrowly,narrowly.ADV
nastiness,nastiness.N
nasty,nasty.N
nationalisation,nationalisation.N
nationalities,nationality.N
nationality,nationality.N
nations,nation.N
naturalized,naturalize.V
naturally,naturally.ADV
nauseating,nauseate.V
navy,navy.N
nearer,near.ADV
nearest,near.ADV
nearing,near.V
nearly,nearly.ADV
near,near.ADV
necessarily,necessarily.ADV
necessary,necessary.N
needed,need.V
need,need.V::g1s:g1p:g2s:g2p:g3p
needs,needs.ADV
negation,negation.N
negatively,negatively.ADV
neglecting,neglect.V
negligence,negligence.N
neighbourhood,neighbourhood.N
neighbours,neighbour.N
neither,neither.PRO
nephew,nephew.N
nerves,nerve.V::g3s
nervous,nervous.ADJ
network,network.V::g1s:g1p:g2s:g2p:g3p
neuritis,neuritis.N
never,never.ADV
nevertheless,nevertheless.ADV
newborn,newborn.N
newcomer,newcomer.N
newly,newly.ADV
new,new.ADV
news,news.V::g1s:g1p:g2s:g2p:g3p
newspaper,newspaper.V::g1s:g1p:g2s:g2p:g3p
next,next.ADV
nexus,nexus.N
nicely,nicely.ADV
niceness,niceness.N
nice,nice.ADV
nicer,nice.ADV
nicety,nicety.N
niece,niece.N
night,night.N
nights,nights.ADV
nisi,nisi.ADJ
nob,nob.N
nobody,nobody.PRO
noise,noise.V::g1s:g1p:g2s:g2p:g3p
noises,noise.V::g3s
noisy,noisy.ADJ
nomen,nomen.N
nomina,nomen.N
none,none.ADV
nonexistence,nonexistence.N
no,no.ADV
nonsense,nonsense.N
nonsensical,nonsensical.ADJ
noon,noon.N
normally,normally.ADV
north,north.ADV
nose,nose.V::g1s:g1p:g2s:g2p:g3p
nos,no.N
nostrum,nostrum.N
notation,notation.N
notations,notation.N
nothing,nothing.ADV
noticed,notice.V
notice,notice.V::g1s:g1p:g2s:g2p:g3p
notified,notify.V
notify,notify.V::g1s:g1p:g2s:g2p:g3p
notion,notion.N
notions,notion.N
nourishment,nourishment.N
novelist,novelist.N
novel,novel.N
novels,novel.N
november,november.N
nowadays,nowadays.ADV
nowhere,nowhere.ADV
now,now.ADV
nuisance,nuisance.N
numbered,number.V
number,number.V::g1s:g1p:g2s:g2p:g3p
numbers,number.V::g3s
numerical,numerical.ADJ
nu,nu.N
nursing,nurse.V
nuts,nut.V::g3s
obey,obey.V::g1s:g1p:g2s:g2p:g3p
objected,object.V
objection,objection.N
objections,objection.N
object,object.V::g1s:g1p:g2s:g2p:g3p
objects,object.V::g3s
obligation,obligation.N
obliged,oblige.V
oblige,oblige.V::g1s:g1p:g2s:g2p:g3p
obnoxious,obnoxious.ADJ
obscure,obscure.V::g1s:g1p:g2s:g2p:g3p
observe,observe.V::g1s:g1p:g2s:g2p:g3p
obtainable,obtainable.ADJ
obtain,obtain.V::g1s:g1p:g2s:g2p:g3p
obviously,obviously.ADV
obvious,obvious.ADJ
occasionally,occasionally.ADV
occasional,occasional.ADJ
occasion,occasion.V::g1s:g1p:g2s:g2p:g3p
occasions,occasion.V::g3s
occupations,occupation.N
occupied,occupy.V
occur,occur.V::g1s:g1p:g2s:g2p:g3p
occurred,occur.V
occurrence,occurrence.N
occurs,occur.V::g3s
oddly,oddly.ADV
odds,odds.N
offence,offence.N
offensively,offensively.ADV
offered,offer.V
offering,offer.V
offer,offer.V::g1s:g1p:g2s:g2p:g3p
offers,offer.V::g3s
office,office.N
officer,officer.V::g1s:g1p:g2s:g2p:g3p
official,official.N
officials,official.N
offish,offish.ADJ
off,off.ADV
offprint,offprint.N
often,often.ADV
oft,oft.ADV
og,og.N
oiled,oil.V
oil,oil.V::g1s:g1p:g2s:g2p:g3p
ointments,ointment.N
older,old.ADJ
oldish,oldish.ADJ
old,old.N
omission,omission.N
omit,omit.V::g1s:g1p:g2s:g2p:g3p
omitted,omit.V
once,once.ADV
one,one.PRO
oneself,oneself.PRO
ones,one.N
only,only.ADV
on,on.ADV
opened,open.V
opening,open.V
open,open.ADV
operated,operate.V
operating,operate.V
operation,operation.N
operations,operation.N
opinion,opinion.N
opportunity,opportunity.N
opposed,oppose.V
opposite,opposite.ADV
oppression,oppression.N
oppressive,oppressive.ADJ
optics,optic.N
optimistic,optimistic.ADJ
ordered,order.V
ordinal,ordinal.N
ordinals,ordinal.N
ordinary,ordinary.N
ordination,ordination.N
ordinations,ordination.N
organisation,organisation.N
originally,originally.ADV
originals,original.N
orthography,orthography.N
os,o.N
other,other.ADV
others,other.N
otherwise,otherwise.ADV
ought,ought.V::g1s:g1p:g2s:g2p:g3s:g3p
our,our.ADJ
ourselves,ourselves.PRO
ours,ours.PRO
outbursts,outburst.N
outcome,outcome.N
outfit,outfit.V::g1s:g1p:g2s:g2p:g3p
outline,outline.V::g1s:g1p:g2s:g2p:g3p
outside,outside.ADV
outs,out.V::g3s
outward,outward.ADV
overcome,overcome.V::g1s:g1p:g2s:g2p:g3p
overdo,overdo.V::g1s:g1p:g2s:g2p:g3p
overeating,overeat.V
overestimate,overestimate.V::g1s:g1p:g2s:g2p:g3p
overjoyed,overjoy.V
overlapping,overlap.V
overleaf,overleaf.ADJ
overlooked,overlook.V
overlooking,overlook.V
over,over.ADV
overstated,overstate.V
overwhelmingly,overwhelmingly.ADV
overwhelming,overwhelm.V
overworked,overwork.V
overworking,overwork.V
owed,owe.V
owe,owe.V::g1s:g1p:g2s:g2p:g3p
owing,owe.V
own,own.PRO
packages,package.V::g3s
packed,pack.V
pad,pad.V::g1s:g1p:g2s:g2p:g3p
page,page.V::g1s:g1p:g2s:g2p:g3p
pages,page.V::g3s
paid,pay.V
painfully,painfully.ADV
painful,painful.ADJ
pain,pain.V::g1s:g1p:g2s:g2p:g3p
pains,pain.V::g3s
painstaking,painstaking.N
painter,painter.N
painters,painter.N
painting,paint.V
paint,paint.V::g1s:g1p:g2s:g2p:g3p
pair,pair.V::g1s:g1p:g2s:g2p:g3p
palace,palace.N
pamphlet,pamphlet.N
panels,panel.V::g3s
paper,paper.V::g1s:g1p:g2s:g2p:g3p
papers,paper.V::g3s
paradoxical,paradoxical.ADJ
paralyses,paralyse.V::g3s
parcel,parcel.ADV
parcels,parcel.V::g3s
pardon,pardon.V::g1s:g1p:g2s:g2p:g3p
parents,parent.N
par,par.N
parson,parson.N
partake,partake.V::g1s:g1p:g2s:g2p:g3p
parted,part.V
particularly,particularly.ADV
particular,particular.N
parting,part.V
partly,partly.ADV
part,part.ADV
parts,part.V::g3s
party,party.V::g1s:g1p:g2s:g2p:g3p
passage,passage.V::g1s:g1p:g2s:g2p:g3p
passages,passage.V::g3s
passed,pass.V
passing,passing.ADV
passport,passport.N
passports,passport.N
path,path.N
patience,patience.N
patient,patient.N
patients,patient.N
patriotically,patriotically.ADV
patriotism,patriotism.N
paying,pay.V
payment,payment.N
payments,payment.N
pay,pay.V::g1s:g1p:g2s:g2p:g3p
peacefully,peacefully.ADV
peaceful,peaceful.ADJ
peace,peace.V::g1s:g1p:g2s:g2p:g3p
peaches,peach.V::g3s
peasant,peasant.N
peculiar,peculiar.N
pencil,pencil.V::g1s:g1p:g2s:g2p:g3p
penetrate,penetrate.V::g1s:g1p:g2s:g2p:g3p
pennies,penny.N
penny,penny.N
pen,pen.V::g1s:g1p:g2s:g2p:g3p
pent,pent.ADJ
people,people.V::g1s:g1p:g2s:g2p:g3p
peoples,people.V::g3s
perception,perception.N
perfectly,perfectly.ADV
perfect,perfect.V::g1s:g1p:g2s:g2p:g3p
performance,performance.N
performances,performance.N
perfumes,perfume.V::g3s
perhaps,perhaps.ADV
period,period.N
periods,period.N
periphery,periphery.N
permission,permission.N
permit,permit.V::g1s:g1p:g2s:g2p:g3p
permits,permit.V::g3s
pernicious,pernicious.ADJ
per,per.ADV
perpetual,perpetual.ADJ
persisted,persist.V
personally,personally.ADV
