Aar,Aar.N:m
Aufrichtige,Aufrichtige.N
aufrichtigen,aufrichtig.ADJ
Aufrichtigen,Aufrichtige.N
aufrichtiger,aufrichtig.ADJ
Aufrichtiger,Aufrichtige.N
Aufrichtigkeit,Aufrichtigkeit.N:4sf:3sf:2sf:1sf
aufrichtigste,aufrichtig.ADJ
Aufrichtigste,Aufrichtige.N
aufsah,aufsehen.V#3
Aufsatz,Aufsatz.N:m
Aufsatze,Aufsatz.N:3sm
Aufsätze,Aufsatz.N:4pm:2pm:1pm
Aufsatzes,Aufsatz.N:2sm
aufs,aufs.DET:4sn:1sn
aufschiebt,aufschieben.V#3
Aufschluß,Aufschluß.N:m
Aufschreibungen,Aufschreibung.N:4pf:3pf:2pf:1pf
Aufschütteln,Aufschütteln.N:4sn:3sn:1sn
aufschütteln,aufschütteln.V#3
Aufsehen,Aufsehen.N:4sn:3sn:1sn
aufsehen,aufsehen.V#3
Aufspielen,Aufspielen.N:4sn:3sn:1sn
aufspielen,aufspielen.V#3
Aufstehen,Aufstehen.N:4sn:3sn:1sn
aufstehen,aufstehen.V#3
Aufstellen,Aufstellen.N:4sn:3sn:1sn
aufstellen,aufstellen.V#3
Aufstellung,Aufstellung.N:4sf:3sf:2sf:1sf
aufstiegen,aufsteigen.V#3
Aufstiegen,Aufstieg.N:3pm
Aufsuchen,Aufsuchen.N:4sn:3sn:1sn
aufsuchen,aufsuchen.V#3
aufsuchten,aufsuchen.V#3
Aufteilung,Aufteilung.N:4sf:3sf:2sf:1sf
auftrag,auftragen.V#3
Auftrag,Auftrag.N:4sm:3sm:1sm
Aufträge,Auftrag.N:4pm:2pm:1pm
Auftrages,Auftrag.N:2sm
auftrat,auftreten.V#3
Auftreiben,Auftreiben.N:4sn:3sn:1sn
auftreiben,auftreiben.V#3
auftritt,auftreten.V#3
Auftritt,Auftritt.N:m
Aufwachen,Aufwachen.N:4sn:3sn:1sn
aufwachen,aufwachen.V#3
Aufwecken,Aufwecken.N:4sn:3sn:1sn
aufwecken,aufwecken.V#3
Aufzeichnungen,Aufzeichnung.N:4pf:3pf:2pf:1pf
aufzudrängen,aufdrängen.V#3
aufzufassen,auffassen.V#3
aufzugeben,aufgeben.V#3
aufzuhängen,aufhängen.V#3
aufzuklären,aufklären.V#3
aufzunehmen,aufnehmen.V#3
aufzuregen,aufregen.V#3
aufzuschreiben,aufzuschreiben.V#3
aufzuspüren,aufspüren.V#3
aufzustellen,aufstellen.V#3
aufzusuchen,aufsuchen.V#3
aufzuteilen,aufteilen.V#3
Auge,Auge.N:4sn:3sn:1sn
Augen,Auge.N
augenblicklich,augenblicklich.ADJ
augenscheinlich,augenscheinlich.ADJ
August,August.N:m
Aurum,Aurum.N:n
Ausarbeitung,Ausarbeitung.N:4sf:3sf:2sf:1sf
Ausbessern,Ausbessern.N:4sn:3sn:1sn
ausbessern,ausbessern.V#3
Ausbesserung,Ausbesserung.N:4sf:3sf:2sf:1sf
ausbeutet,ausbeuten.V#3
Ausbildung,Ausbildung.N:4sf:3sf:2sf:1sf
ausbleibt,ausbleiben.V#3
ausblick,ausblicken.V#3
Ausblick,Ausblick.N:m
ausblieb,ausbleiben.V#3
Ausbruch,Ausbruch.N:m
Ausdauer,Ausdauer.N:f
ausdauer,ausdauern.V#3
ausdruck,ausdrucken.V#3
Ausdruck,Ausdruck.N:m
ausdrucke,ausdrucken.V#3
ausdrücke,ausdrücken.V#3
Ausdrucke,Ausdruck.N:3sm
Ausdrücke,Ausdruck.N:4pm:2pm:1pm
Ausdrücken,Ausdruck.N:3pm
ausdrücken,ausdrücken.V#3
ausdrücklich,ausdrücklich.ADJ
Ausdrucks,Ausdruck.N:m
ausdruckslos,ausdruckslos.ADJ
ausdrückt,ausdrücken.V#3
auseinandergesetzt,auseinandergesetzt.ADJ
Auseinandersetzen,Auseinandersetzen.N:4sn:3sn:1sn
auseinandersetzen,auseinandersetzen.V#11
auseinandersetzte,auseinandersetzen.V#11
Auseinandersetzung,Auseinandersetzung.N:4sf:3sf:2sf:1sf
auseinanderzusetzen,auseinandersetzen.V#11
Ausfallen,Ausfallen.N:4sn:3sn:1sn
ausfallen,ausfallen.V#3
ausfällt,ausfallen.V#3
Ausflug,Ausflug.N:m
Ausfressen,Ausfressen.N:4sn:3sn:1sn
ausfressen,ausfressen.V#3
ausführe,ausfahren.V#3
ausführlich,ausführlich.ADJ
ausführliche,ausführlich.ADJ
Ausführliche,Ausführliche.N
ausführlichen,ausführlich.ADJ
Ausführlichen,Ausführliche.N
ausführlicher,ausführlich.ADJ
Ausführlicher,Ausführliche.N
ausführliches,ausführlich.ADJ
Ausführliches,Ausführliche.N
Ausführung,Ausführung.N:4sf:3sf:2sf:1sf
Ausführungen,Ausführung.N:4pf:3pf:2pf:1pf
Ausgabe,Ausgabe.N:f
Ausgeben,Ausgeben.N:4sn:3sn:1sn
ausgeben,ausgeben.V#3
ausgebessert,ausbessern.V#3
ausgeborgt,ausborgen.V#3
ausgebrannt,ausbrennen.V#3
ausgedehnten,ausgedehnt.ADJ
Ausgedehnten,Ausgedehnte.N
ausgedrückt,ausdrücken.V#3
ausgedrückte,ausgedrückt.ADJ
Ausgedrückte,Ausgedrückte.N
ausgedrückten,ausgedrückt.ADJ
Ausgedrückten,Ausgedrückte.N
ausgefallen,ausfallen.V#3
ausgeführt,ausführen.V#3
ausgefüllt,ausfüllen.V#3
ausgegangen,ausgehen.V#3
ausgeht,ausgehen.V#3
ausgelassen,auslassen.V#3
ausgelegt,auslegen.V#3
ausgelesen,auslesen.V#3
ausgeliefert,ausliefern.V#3
ausgeliehen,ausleihen.V#3
ausgelöscht,auslöschen.V#3
ausgemacht,ausmachen.V#3
ausgenommen,ausnehmen.V#3
ausgereicht,ausreichen.V#3
ausgerissen,ausreißen.V#3
ausgerissenen,ausgerissen.ADJ
Ausgerissenen,Ausgerissene.N
ausgeruht,ausruhen.V#3
ausgeschaut,ausschauen.V#3
ausgeschlossen,ausgeschlossen.ADJ
ausgesetzt,aussetzen.V#3
ausgesprochen,ausgesprochen.ADJ
ausgesprochene,ausgesprochen.ADJ
Ausgesprochene,Ausgesprochene.N
ausgesprochenen,ausgesprochen.ADJ
Ausgesprochenen,Ausgesprochene.N
ausgezeichnet,ausgezeichnet.ADJ
ausgezeichnete,ausgezeichnet.ADJ
Ausgezeichnete,Ausgezeichnete.N
ausgezeichneten,ausgezeichnet.ADJ
Ausgezeichneten,Ausgezeichnete.N
ausgezeichnetes,ausgezeichnet.ADJ
Ausgezeichnetes,Ausgezeichnete.N
ausgibt,ausgeben.V#3
Ausgleichen,Ausgleich.N:3pm
ausgleichen,ausgleichen.V#3
Ausgrabungen,Ausgrabung.N:4pf:3pf:2pf:1pf
aushalte,aushalten.V#3
Aushalte,Aushalt.N:4pm:3sm:2pm:1pm
Aushalten,Aushalt.N:3pm
aushalten,aushalten.V#3
Ausharren,Ausharren.N:4sn:3sn:1sn
ausharren,ausharren.V#3
aushaut,aushauen.V#3
Auskennen,Auskennen.N:4sn:3sn:1sn
auskennen,auskennen.V#3
auskennt,auskennen.V#3
Auskommen,Auskommen.N:n
auskommen,auskommen.V#3
auskommt,auskommen.V#3
Auskunft,Auskunft.N:4sf:3sf:2sf:1sf
Auskünfte,Auskunft.N:4pf:2pf:1pf
Auslage,Auslage.N:4sf:3sf:2sf:1sf
Auslagen,Auslage.N:f
auslagen,ausliegen.V#3
Ausländer,Ausländer.N:m
Auslassen,Auslassen.N:4sn:3sn:1sn
auslassen,auslassen.V#3
Ausleeren,Ausleeren.N:4sn:3sn:1sn
ausleeren,ausleeren.V#3
Ausleihen,Ausleihe.N
ausleihen,ausleihen.V#3
Auslöschen,Auslöschen.N:4sn:3sn:1sn
auslöschen,auslöschen.V#3
ausmacht,ausmachen.V#3
Ausnahme,Ausnahme.N:f
Ausnahmen,Ausnahme.N:4pf:3pf:2pf:1pf
ausnahmen,ausnehmen.V#3
ausnehmend,ausnehmen.V#3
ausprägt,ausprägen.V#3
Ausrede,Ausrede.N:f
ausrede,ausreden.V#3
Ausreichen,Ausreichen.N:4sn:3sn:1sn
ausreichen,ausreichen.V#3
ausreichend,ausreichen.V#3
ausreicht,ausreichen.V#3
Ausreifen,Ausreifen.N:4sn:3sn:1sn
ausreifen,ausreifen.V#3
Ausrichten,Ausrichten.N:4sn:3sn:1sn
ausrichten,ausrichten.V#3
ausrichtest,ausrichten.V#3
Ausrückung,Ausrückung.N:4sf:3sf:2sf:1sf
Ausrufern,Ausrufer.N:3pm
Ausruhen,Ausruhen.N:4sn:3sn:1sn
ausruhen,ausruhen.V#3
Aussage,Aussage.N:4sf:3sf:2sf:1sf
aussage,aussagen.V#3
Aussagen,Aussage.N:f
aussagen,aussagen.V#3
aussah,aussehen.V#3
aussähe,aussehen.V#3
ausschau,ausschauen.V#3
Ausschau,Ausschau.N:f
Ausschauen,Ausschau.N:f
ausschauen,ausschauen.V#3
ausschaust,ausschauen.V#3
ausschaut,ausschauen.V#3
ausschließlich,ausschließlich.ADJ
ausschnitt,ausschneiden.V#3
Ausschnitt,Ausschnitt.N:m
ausschnitte,ausschneiden.V#3
Ausschnitte,Ausschnitt.N:4pm:3sm:2pm:1pm
Aussehen,Aussehen.N:4sn:3sn:1sn
aussehen,aussehen.V#3
aussehend,aussehen.V#3
Außen,Außen.N:4sm:4pm:3sm:3pm:2sm:2pm:1sm:1pm
äußere,äußern.V
äußeren,äußer.ADJ
außergewöhnlich,außergewöhnlich.CONJS
äußerlich,äußerlich.ADJ
äußerlichen,äußerlich.ADJ
Äußerlichen,Äußerliche.N
außerordentlich,außerordentlich.CONJS
äußerst,äußern.V
äußersten,äußer.ADJ
äußert,äußern.V
Äußerung,Äußerung.N:4sf:3sf:2sf:1sf
aussetzten,aussetzen.V#3
Aussicht,Aussicht.N:4sf:3sf:2sf:1sf
Aussichten,Aussicht.N:4pf:3pf:2pf:1pf
aussichtslos,aussichtslos.ADJ
aussieht,aussehen.V#3
Aussprache,Aussprache.N:f
Aussprechen,Aussprechen.N:4sn:3sn:1sn
aussprechen,aussprechen.V#3
ausspricht,aussprechen.V#3
Ausstehen,Ausstehen.N:4sn:3sn:1sn
ausstehen,ausstehen.V#3
Ausstellen,Ausstellen.N:4sn:3sn:1sn
ausstellen,ausstellen.V#3
ausstrahlt,ausstrahlen.V#3
ausstreute,ausstreuen.V#3
Aussuchen,Aussuchen.N:4sn:3sn:1sn
aussuchen,aussuchen.V#3
Austilgen,Austilgen.N:4sn:3sn:1sn
austilgen,austilgen.V#3
Austragen,Austragen.N:4sn:3sn:1sn
austragen,austragen.V#3
austritt,austreten.V#3
Austritt,Austritt.N:m
Ausüben,Ausüben.N:4sn:3sn:1sn
ausüben,ausüben.V#3
ausübte,ausüben.V#3
Auswahl,Auswahl.N:f
Ausweg,Ausweg.N:m
auswuchs,auswachsen.V#3
Auswuchs,Auswuchs.N:m
Auszahlen,Auszahlen.N:4sn:3sn:1sn
auszahlen,auszahlen.V#3
auszeichneten,auszeichnen.V#3
Auszeichnung,Auszeichnung.N:4sf:3sf:2sf:1sf
Auszeichnungen,Auszeichnung.N:4pf:3pf:2pf:1pf
auszudrücken,ausdrücken.V#3
auszuführen,ausführen.V#3
auszufüllen,ausfüllen.V#3
Auszug,Auszug.N:m
auszugestalten,auszugestalten.V#3
auszugraben,ausgraben.V#3
auszuhalten,aushalten.V#3
auszulüften,auslüften.V#3
auszuprägen,ausprägen.V#3
auszurichten,ausrichten.V#3
auszusetzen,aussetzen.V#3
auszusprechen,auszusprechensprechen.V#3
auszustellen,ausstellen.V#3
auszuüben,ausüben.V#3
Auto,Auto.N:n
Autograph,Autograph.N:n
automatisch,automatisch.ADJ
Automobile,Automobil.N:n
Automobilen,Automobil.N:3pn
Autoren,Autor.N:m
Autorität,Autorität.N:4sf:3sf:2sf:1sf
Autorschaft,Autorschaft.N:4sf:3sf:2sf:1sf
Autos,Auto.N:4pn:3pn:2sn:2pn:1pn
Avancement,Avancement.N:n
Avenue,Avenue.N:f
avisiert,avisieren.V
Aware,Aware.N:1sm
Axiom,Axiom.N:n
Axioms,Axiom.N:2sn
Baby,Baby.N:n
Bach,Bach.N:m
Back,Backe.N
back,backen.V
Backen,Backe.N
backen,backen.V
Bäckerei,Bäckerei.N:f
Bäckereien,Bäckerei.N:f
Background,Background.N:m
backs,backsen.V
Bacon,Bacon.N:m
bad,baden.V
Bad,Bad.N:n
bade,bid.V
Bade,Bad.N
Baden,Baden.N:4sn:3sn:1sn
baden,baden.V
Bagatellen,Bagatelle.N
bahn,bahnen.V
Bahn,Bahn.N:f
Bahnen,Bahnen.N:4sn:3sn:1sn
bahnen,bahnen.V
Bahnhof,Bahnhof.N:m
Bahnhöfe,Bahnhof.N:4pm:2pm:1pm
Bake,Bake.N:4sf:3sf:2sf:1sf
bake,baken.V
baldige,baldig.ADJ
Baldige,Baldige.N
baldigen,baldig.ADJ
Baldigen,Baldige.N
baldiger,baldig.ADJ
Baldiger,Baldige.N
baldiges,baldig.ADJ
Baldiges,Baldige.N
Ballett,Ballett.N:n
Ballon,Ballon.N:m
Band,Band.N:f
band,binden.V
Bändchen,Bändchen.N:n
Bande,Band.N:3sm
Bände,Band.N:4pm:2pm:1pm
bände,binden.V
bänder,bändern.V
Bänder,Band.N:n
bändigen,bändig.ADJ
Bändigen,Bändigen.N:4sn:3sn:1sn
bang,bang.ADJ
bange,bang.ADJ
Bange,Bange.N
bangen,bang.ADJ
Bangen,Bange.N
bank,banken.V
Bank,Bank.N:f
Bannen,Bann.N:3pm
bannen,bannen.V
Baracke,Baracke.N:4sf:3sf:2sf:1sf
Baracken,Baracke.N
bar,bar.ADJ
Bar,Bar.N:f
bare,bar.ADJ
Bare,Bare.N
barock,barock.ADJ
Barock,Barock.N:m
Baronin,Baronin.N:4sf:3sf:2sf:1sf
Barre,Barre.N:4sf:3sf:2sf:1sf
barre,barre.N
Bart,Bart.N:m
Barts,Bart.N:2sm
Baseler,Baseler.N:m
Basis,Basis.N:f
bat,bitten.V
bäte,bitten.V
Batterie,Batterie.N:f
bau,bauen.V
Bau,Bau.N:m
bauch,bauchen.V
Bauch,Bauch.N:m
baue,bauen.V
Baue,Bau.N:3sm
Bauen,Bauen.N:4sn:3sn:1sn
bauen,bauen.V
Bauer,Bauer.N:m
bauer,bauern.V
baulichen,baulich.ADJ
Baulichen,Bauliche.N
baum,baumen.V
Baum,Baum.N:m
Bäumen,Baum.N:3pm
bäumen,bäumen.V
Baumes,Baum.N:2sm
Bayern,Bayer.N:3pm
Bazi,Bazi.N:m
beabsichtige,beabsichtigen.V
beachtet,beachten.V
Beanspruchen,Beanspruchen.N:4sn:3sn:1sn
beanspruchen,beanspruchen.V
Beantworten,Beantworten.N:4sn:3sn:1sn
beantworten,beantworten.V
beantwortet,beantworten.V
Beantwortung,Beantwortung.N:4sf:3sf:2sf:1sf
Bearbeiten,Bearbeiten.N:4sn:3sn:1sn
bearbeiten,bearbeiten.V
beast,beast.N
beat,beaten.V
Beat,Beat.N:m
Beats,Beat.N:2sm
Becher,Becher.N:m
becher,bechern.V
bedacht,bedachen.V
Bedacht,Bedacht.N:m
bedachten,bedachen.V
Bedachten,Bedachte.N
Bedanken,Bedanken.N:4sn:3sn:1sn
bedanken,bedanken.V
bedankt,bedanken.V
Bedarf,Bedarf.N:4sm:3sm:1sm
bedarf,bedürfen.V
bedauert,bedauern.V
Bedecken,Bedecken.N:4sn:3sn:1sn
bedecken,bedecken.V
bedenke,bedenken.V
Bedenken,Bedenken.N:n
bedenken,bedenken.V
bedenklich,bedenklich.ADJ
Bedeuten,Bedeuten.N:4sn:3sn:1sn
bedeuten,bedeuten.V
bedeutend,bedeuten.V
bedeutenden,bedeutend.ADJ
Bedeutenden,Bedeutende.N
bedeutendes,bedeutend.ADJ
Bedeutendes,Bedeutende.N
bedeutendsten,bedeutend.ADJ
Bedeutendsten,Bedeutende.N
bedeutet,bedeuten.V
Bedeutung,Bedeutung.N:4sf:3sf:2sf:1sf
Bedeutungen,Bedeutung.N:4pf:3pf:2pf:1pf
Bedienen,Bedienen.N:4sn:3sn:1sn
bedienen,bedienen.V
bedienten,bedienen.V
Bedienten,Bediente.N
Bedienung,Bedienung.N:4sf:3sf:2sf:1sf
Bedingung,Bedingung.N:4sf:3sf:2sf:1sf
Bedingungen,Bedingung.N:4pf:3pf:2pf:1pf
Bedrängnis,Bedrängnis.N:f
bedrängten,bedrängen.V
Bedrängten,Bedrängte.N
bedrückt,bedrücken.V
Bedürfen,Bedürfen.N:4sn:3sn:1sn
bedürfen,bedürfen.V
Bedürfnis,Bedürfnis.N:n
bedürftig,bedürftig.ADJ
bedürftige,bedürftig.ADJ
Bedürftige,Bedürftige.N
Bedürftigkeit,Bedürftigkeit.N:4sf:3sf:2sf:1sf
bedürftigsten,bedürftig.ADJ
Bedürftigsten,Bedürftige.N
beeile,beeilen.V
beeinflußt,beeinflussen.V
Beendigung,Beendigung.N:4sf:3sf:2sf:1sf
beengten,beengen.V
Beengten,Beengte.N
befand,befinden.V
befänden,befinden.V
befangen,befangen.V
Befangen,Befangen.N:4sn:3sn:1sn
Befassen,Befassen.N:4sn:3sn:1sn
befassen,befassen.V
befasst,befassen.V
Befehlen,Befehl.N:3pm
befehlen,befehlen.V
befinde,befinden.V
Befinden,Befinden.N:4sn:3sn:1sn
befinden,befinden.V
befindet,befinden.V
befohlen,befehlen.V
Befohlen,Befohlen.N:4sn:3sn:1sn
befolge,befolgen.V
befolgt,befolgen.V
befördert,befördern.V
Befragen,Befragen.N:4sn:3sn:1sn
befragen,befragen.V
Befreien,Befreien.N:4sn:3sn:1sn
befreien,befreien.V
befreit,befreien.V
befremdet,befremden.V
befremdlich,befremdlich.ADJ
befreundet,befreunden.V
befreundeten,befreunden.V
Befreundeten,Befreundete.N
befried,befrieden.V
befriedigend,befriedigen.V
befriedigendes,befriedigend.ADJ
Befriedigendes,Befriedigende.N
befriedigt,befriedigen.V
Befriedigung,Befriedigung.N:4sf:3sf:2sf:1sf
Befugnis,Befugnis.N:f
Befund,Befund.N:m
befunden,befinden.V
Befunden,Befund.N:3pm
befürchte,befürchten.V
Befürchten,Befürchten.N:4sn:3sn:1sn
befürchten,befürchten.V
Befürchtung,Befürchtung.N:4sf:3sf:2sf:1sf
Begabung,Begabung.N:4sf:3sf:2sf:1sf
Begabungen,Begabung.N:4pf:3pf:2pf:1pf
begangen,begehen.V
begann,beginnen.V
Beg,Beg.N:m
begeben,begeben.V
Begeben,Begeben.N:4sn:3sn:1sn
Begebenheit,Begebenheit.N:4sf:3sf:2sf:1sf
Begegnen,Begegnen.N:4sn:3sn:1sn
begegnen,begegnen.V
begeht,begehen.V
Begeistern,Begeistern.N:4sn:3sn:1sn
begeistern,begeistern.V
begeistert,begeistern.V
Begeisterung,Begeisterung.N:4sf:3sf:2sf:1sf
begierig,begierig.ADJ
beginn,beginnen.V
Beginn,Beginn.N:m
Beginnen,Beginnen.N:n
beginnen,beginnen.V
Beginns,Beginn.N:2sm
beginnt,beginnen.V
begleiche,begleichen.V
Begleichen,Begleichen.N:4sn:3sn:1sn
begleichen,begleichen.V
Begleiten,Begleiten.N:4sn:3sn:1sn
begleiten,begleiten.V
begleitende,begleitend.ADJ
Begleitende,Begleitende.N
Begleiter,Begleiter.N:m
begleitet,begleiten.V
beglückt,beglücken.V
beglückwünsche,beglückwünschen.V
Beglückwünschen,Beglückwünschen.N:4sn:3sn:1sn
beglückwünschen,beglückwünschen.V
begonnen,beginnen.V
begrabe,begraben.V
begraben,begraben.V
Begraben,Begraben.N:4sn:3sn:1sn
Begräbnis,Begräbnis.N:n
begreife,begreifen.V
Begreifen,Begreifen.N:4sn:3sn:1sn
begreifen,begreifen.V
begreiflich,begreiflich.ADJ
Begrenzen,Begrenzen.N:4sn:3sn:1sn
begrenzen,begrenzen.V
begrenzt,begrenzen.V
begriff,begreifen.V
Begriff,Begriff.N:m
begriffe,begreifen.V
Begriffe,Begriff.N
begriffen,begreifen.V
Begriffen,Begriff.N:3pm
Begründen,Begründen.N:4sn:3sn:1sn
begründen,begründen.V
begründet,begründen.V
begründetes,begründet.ADJ
Begründetes,Begründete.N
Begründung,Begründung.N:4sf:3sf:2sf:1sf
Begründungen,Begründung.N:4pf:3pf:2pf:1pf
begrüße,begrüßen.V
Begrüßen,Begrüßen.N:4sn:3sn:1sn
begrüßen,begrüßen.V
begrüßt,begrüßen.V
Begutachtung,Begutachtung.N:4sf:3sf:2sf:1sf
behaftet,behaften.V
Behagen,Behagen.N:4sn:3sn:1sn
behagen,behagen.V
behaglich,behaglich.ADJ
behagte,behagen.V
Behagte,Behagte.N
behalf,behalf.N
behalt,behalten.V
behalte,behalten.V
behalten,behalten.V
Behalten,Behalten.N:4sn:3sn:1sn
Behandeln,Behandeln.N:4sn:3sn:1sn
behandeln,behandeln.V
behandelt,behandeln.V
Behandlung,Behandlung.N:4sf:3sf:2sf:1sf
Behaupten,Behaupten.N:4sn:3sn:1sn
behaupten,behaupten.V
behauptet,behaupten.V
Behauptung,Behauptung.N:4sf:3sf:2sf:1sf
Behauptungen,Behauptung.N:4pf:3pf:2pf:1pf
Beheizung,Beheizung.N:4sf:3sf:2sf:1sf
Beherrschen,Beherrschen.N:4sn:3sn:1sn
beherrschen,beherrschen.V
behielt,behalten.V
behilflich,behilflich.ADJ
behoben,beheben.V
Behörden,Behörde.N
Behufs,Behuf.N
Bei,Bei.N:m
Beibringen,Beibringen.N:4sn:3sn:1sn
beibringen,beibringen.V#3
Beichte,Beichte.N:f
beichte,beichten.V
beide,beide.DET
beiden,beiden.DET
beider,beider.DET
beides,beides.PRO
beifall,beifallen.V#3
Beifall,Beifall.N:m
Beifügen,Beifügen.N:4sn:3sn:1sn
beifügen,beifügen.V#3
beigelegen,beiliegen.V#3
beigelegt,beilegen.V#3
beigelegten,beigelegt.ADJ
Beigelegten,Beigelegte.N
beihülfe,beihelfen.V#3
beilag,beiliegen.V#3
Beilage,Beilage.N:f
Beilagen,Beilage.N:f
beilagen,beiliegen.V#3
beiläufig,beiläufig.ADJ
beilege,beilegen.V#3
beiliegend,beiliegen.V#3
beiliegende,beiliegend.ADJ
Beiliegende,Beiliegende.N
beiliegendem,beiliegend.ADJ
Beiliegendem,Beiliegende.N
beiliegenden,beiliegend.ADJ
Beiliegenden,Beiliegende.N
beiliegendes,beiliegend.ADJ
Beiliegendes,Beiliegende.N
beiliegt,beiliegen.V#3
beim,beim.DET:3sm:3sn
beinahe,beinahe.CONJS
Beine,Bein.N:4pn:3sn:2pn:1pn
Beinen,Bein.N:3pn
Beisammensein,Beisammensein.N:4sn:3sn:1sn
beisammensein,beisammensein.V#9
Beisammensitzen,Beisammensitzen.N:4sn:3sn:1sn
beisammensitzen,beisammensitzen.V#9
Beisetzen,Beisetzen.N:4sn:3sn:1sn
beisetzen,beisetzen.V#3
Beispiel,Beispiel.N:n
Beispiele,Beispiel.N:n
beispiellose,beispiellos.ADJ
Beispiellose,Beispiellose.N
beispielloser,beispiellos.ADJ
Beispielloser,Beispiellose.N
Beistand,Beistand.N:m
beistand,beistehen.V#3
Beistehen,Beistehen.N:4sn:3sn:1sn
beistehen,beistehen.V#3
beitrag,beitragen.V#3
Beitrag,Beitrag.N:4sm:3sm:1sm
Beiträge,Beitrag.N:4pm:2pm:1pm
Beitragen,Beitragen.N:4sn:3sn:1sn
beitragen,beitragen.V#3
Beiträgen,Beitrag.N:3pm
Beitrages,Beitrag.N:2sm
beizubringen,beibringen.V#3
beizulegen,beilegen.V#3
beizuschließen,beizuschließen.V#3
bejahend,bejahen.V
bejaht,bejahen.V
bekam,bekommen.V
bekäme,bekommen.V
bekämen,bekommen.V
Bekämpfen,Bekämpfen.N:4sn:3sn:1sn
bekämpfen,bekämpfen.V
bekannt,bekennen.V
bekannte,bekennen.V
Bekannte,Bekannte.N
bekannten,bekennen.V
Bekannten,Bekannte.N
bekannter,bekannt.ADJ
Bekannter,Bekannte.N
bekanntes,bekannt.ADJ
Bekanntes,Bekannte.N
Bekanntschaft,Bekanntschaft.N:4sf:3sf:2sf:1sf
bekennest,bekennen.V
bekennt,bekennen.V
Beklagen,Beklagen.N:4sn:3sn:1sn
beklagen,beklagen.V
beklagende,beklagend.ADJ
Beklagende,Beklagende.N
beklagten,beklagen.V
Beklagten,Beklagte.N
bekomme,bekommen.V
bekommen,bekommen.V
Bekommen,Bekommen.N:4sn:3sn:1sn
bekommst,bekommen.V
bekommt,bekommen.V
belanglos,belanglos.ADJ
Belasten,Belasten.N:4sn:3sn:1sn
belasten,belasten.V
belastet,belasten.V
belästige,belästigen.V
belästigt,belästigen.V
Belästigung,Belästigung.N:4sf:3sf:2sf:1sf
Belastung,Belastung.N:4sf:3sf:2sf:1sf
belege,belegen.V
Belege,Beleg.N
belegt,belegen.V
Belehren,Belehren.N:4sn:3sn:1sn
belehren,belehren.V
Belehrung,Belehrung.N:4sf:3sf:2sf:1sf
Beleidigen,Beleidigen.N:4sn:3sn:1sn
beleidigen,beleidigen.V
beleidigte,beleidigen.V
Beleidigte,Beleidigte.N
Beleidigung,Beleidigung.N:4sf:3sf:2sf:1sf
Belesenheit,Belesenheit.N:4sf:3sf:2sf:1sf
belief,belief.N
bell,bellen.V
belohnt,belohnen.V
Belohnung,Belohnung.N:4sf:3sf:2sf:1sf
bemerkt,bemerken.V
Bemerkung,Bemerkung.N:4sf:3sf:2sf:1sf
Bemerkungen,Bemerkung.N:4pf:3pf:2pf:1pf
bemühe,bemühen.V
Bemühen,Bemühen.N:4sn:3sn:1sn
bemühen,bemühen.V
bemüht,bemühen.V
Bemühung,Bemühung.N:4sf:3sf:2sf:1sf
Bemühungen,Bemühung.N:4pf:3pf:2pf:1pf
benachbarten,benachbart.ADJ
Benachbarten,Benachbarte.N
Benachrichtigen,Benachrichtigen.N:4sn:3sn:1sn
benachrichtigen,benachrichtigen.V
Benachrichtigung,Benachrichtigung.N:4sf:3sf:2sf:1sf
Benedictus,Benedictus.N:n
Benehmen,Benehmen.N:4sn:3sn:1sn
benehmen,benehmen.V
beneide,beneiden.V
benommen,benehmen.V
benütze,benützen.V
Benutzen,Benutzen.N:4sn:3sn:1sn
benutzen,benutzen.V
benützt,benützen.V
benützte,benützen.V
Benützte,Benützte.N
benützten,benützen.V
Benützten,Benützte.N
Benützung,Benützung.N:4sf:3sf:2sf:1sf
Beobachten,Beobachten.N:4sn:3sn:1sn
beobachten,beobachten.V
Beobachter,Beobachter.N:m
beobachtete,beobachten.V
Beobachtete,Beobachtete.N
beobachteter,beobachtet.ADJ
Beobachteter,Beobachtete.N
Beobachtungen,Beobachtung.N:4pf:3pf:2pf:1pf
bequem,bequem.ADJ
bequeme,bequem.ADJ
Bequeme,Bequeme.N
bequemen,bequem.ADJ
Bequemen,Bequeme.N
bequemsten,bequem.ADJ
Bequemsten,Bequeme.N
beraten,beraten.V
Beraten,Beraten.N:4sn:3sn:1sn
beraubt,berauben.V
Berechnen,Berechnen.N:4sn:3sn:1sn
berechnen,berechnen.V
berechtigt,berechtigen.V
berechtigtes,berechtigt.ADJ
Berechtigtes,Berechtigte.N
Berechtigung,Berechtigung.N:4sf:3sf:2sf:1sf
Beredsamkeit,Beredsamkeit.N:4sf:3sf:2sf:1sf
beregnet,beregnen.V
Bereinigen,Bereinigen.N:4sn:3sn:1sn
bereinigen,bereinigen.V
bereit,bereit.ADJ
bereiten,bereit.ADJ
Bereiten,Bereite.N
bereitet,bereiten.V
bereits,bereits.CONJS
bereue,bereuen.V
berge,bergen.V
Berge,Berg.N:4pm:3sm:2pm:1pm
Bergen,Berg.N:3pm
bergen,bergen.V
bericht,berichten.V
Bericht,Bericht.N:m
berichte,berichten.V
