Aar,Aar.N:m
Bits,Bit.N:n:1pn
Bitte,Bitte.N:f
Bitten,Bitte.N
Bitterkeit,Bitterkeit.N:f
Bitternis,Bitternis.N:f
Bittsteller,Bittsteller.N:m:1sm:1pm
Bißchen,Bißchen.N
Blasen,Blase.N
Blast,Blast.N:m
Blatt,Blatt.N:n
Blau,Blau.N:n
Blauen,Blaue.N
Blei,Blei.N:m
Bleibe,Bleibe.N:f
Bleiben,Bleibe.N
Bleibende,Bleibende.N
Bleibenden,Bleibende.N
Blick,Blick.N:m
Blicke,Blick.N:m
Blicks,Blick.N:m
Blinden,Blinde.N
Blindes,Blinde.N
Bloch,Bloch.N:m
Bloße,Bloße.N
Bloßer,Bloße.N
Bloßes,Bloße.N
Blumen,Blume.N
Blut,Blut.N:n
Blutes,Blut.N:n
Blätter,Blatt.N:n
Blättern,Blatt.N:n
Blöcke,Block.N:m
Blödeln,Blödel.N:m
Blühen,Blühen.N:n
Blüte,Blüte.N:f
Boden,Boden.N:m
Body,Body.N:m
Bohrer,Bohrer.N:m
Bolschewiken,Bolschewik.N:m
Bond,Bond.N:men
Boots,Boot.N
Borden,Bord.N:men
Bore,Bor.N:n
Born,Born.N:m
Bosheit,Bosheit.N:f
Bosnien,Bosnien.N:n
Boss,Boss.N:m
Botschaft,Botschaft.N:f
Box,Boxen.N
Boy,Boy.N:m
Boys,Boy.N:m:1pm
Bracket,Bracket.N
Brackets,Bracket.N:n:1pn
Brauche,Brauch.N:m
Brauchen,Brauchen.N:n
Braune,Braune.N
Braunem,Braune.N
Braunes,Braune.N
Braven,Brave.N
Braver,Brave.N
Bravsten,Brave.N
Break,Break.N:m
Brechen,Breche.N
Breite,Breite.N
Breiten,Breite.N
Breiter,Breite.N
Brennen,Brennen.N:n
Brenner,Brenner.N:m
Brenners,Brenner.N:m
Brett,Brett.N:n
Breven,Breve.N:n
Brevet,Brevet.N:n
Brevets,Brevet.N:n:1pn
Bridge,Bridge.N:n
Brief,Brief.N:m
Briefe,Brief.N:m
Briefen,Brief.N:m
Briefes,Brief.N:m
Brigadier,Brigadier.N:m
Brillante,Brillante.N
Bringen,Bringen.N:n
Britische,Britische.N
Britischen,Britische.N
Brocken,Brocken.N:m
Bronchitis,Bronchitis.N:f
Broschüren,Broschüre.N
Brot,Brot.N:n
Bruch,Bruch.N:m
Bruder,Bruder.N:m
Bruders,Bruder.N:m
Brust,Brust.N:f
Brücke,Brücke.N:f
Brüder,Bruder.N:m
Brüderlichen,Brüderliche.N
Brüdern,Bruder.N:m
Brüste,Brust.N:f
Bub,Bub.N:m
Buben,Bube.N
Buch,Buche.N
Buches,Buch.N:n
Buchstaben,Buchstabe.N:m
Budget,Budget.N:n
Bugs,Bug.N:m
Bunte,Bunte.N
Bunten,Bunte.N
Bureau,Bureau.N:n
Bursch,Bursch.N:m
Burschen,Bursche.N
Burton,Burton.Nen
Bus,Bus.N:m
Busch,Busch.N:m
Busen,Busen.N:m
Busens,Busen.N:m
Business,Business.N:n
Butler,Butler.N:men
Butter,Butter.N:f
Butterfly,Butterfly.N:m
Bäckerei,Bäckerei.N:f
Bäckereien,Bäckerei.N:f
Bändchen,Bändchen.N:n
Bände,Band.N:m
Bänder,Band.N:n
Bändigen,Bändigen.N:n
Bäumen,Baum.N:m
Böhmen,Böhme.N:m:2sm:2pm:1pm
Böse,Böse.N
Bösen,Böse.N
Bücher,Buch.N:n
Büchern,Buch.N:n
Büchlein,Büchlein.N:n
Bürgerliche,Bürgerliche.N
Bürgerlichen,Bürgerliche.N
Cafetier,Cafetier.N:m
Camp,Camp.N:n
Caprice,Caprice.N:f
Car,Car.N:m
Cars,Car.N:m:1pm
Cash,Cash.N:n
Casino,Casino.N:n
Causa,Causa.N:f
Cent,Cent.N:m
Centrum,Centrum.N:n
Chairman,Chairman.N:m
Chalet,Chalet.N:n
Chance,Chance.N:f
Chancellor,Chancellor.N:men
Chancen,Chance.N
Change,Change.N:f
Chaos,Chaos.N:n
Charakter,Charakter.N:m
Charakteristischen,Charakteristische.N
Charge,Charge.N:f
Chargen,Charge.N
Check,Check.N:m
Cheque,Cheque.N:m
Chief,Chief.N:m
Chiffre,Chiffre.N:f
Chile,Chile.N:n
China,China.N:n
Chinese,Chinese.N:m
Chor,Chor.N:m
Chrestomathie,Chrestomathie.N:f
Chrismas,Chrisma.N:nen
Christ,Christ.N
Christentum,Christentum.N:n
Christliche,Christliche.N
Chronische,Chronische.N
Cicero,Cicero.N:f
Circus,Circus.N:men
Claims,Claim.N:m:1pm
Clearing,Clearing.N:n
Cleverness,Cleverness.N:f
Clique,Clique.N:f
Club,Club.N:m
Code,Code.N:m
Coeur,Coeur.N:n
College,College.N:n
Colon,Colon.N
Consulting,Consulting.N:n
Corps,Corps.N:n
Cottage,Cottage.N:n
Couch,Couch.N:f
Couleur,Couleur.N:f
Count,Count.N:m
County,County.N:f
Coupons,Coupon.N:m:1pm
Courage,Courage.N:f
Cousine,Cousine.N:f
Cover,Cover.N:n
Covers,Cover.N:n:1pn
Crash,Crash.N:m
Credo,Credo.N:n
Cup,Cup.N:m
Cups,Cup.N:m:1pm
Cut,Cut.N:m
Cuts,Cut.N:m:1pm
Dahingegangenen,Dahingegangene.N
Damaliges,Damalige.N
Dame,Dame.N:f
Damen,Dame.N
Dank,Dank.N:m
Dankbare,Dankbare.N
Dankbarer,Dankbare.N
Dankbarkeit,Dankbarkeit.N:f
Dankbarste,Dankbare.N
Danke,Dank.N:m
Danken,Danken.N:n
Dark,Dark.N:m
Darstellen,Darstellen.N:n
Darstellung,Darstellung.N:f
Dasein,Dasein.N:n
Daseins,Dasein.N
Dastehen,Dastehen.N:n
Dastehenden,Dastehende.N
Date,Date.N:n
Daten,Datum.N
Datierten,Datierte.N
Datteln,Dattel.N:f
Datum,Datum.N:n
Datums,Datum.N
Dauer,Dauer.N:f
Dauerhaften,Dauerhafte.N
Dauern,Dauern.N:n
Dauernde,Dauernde.N
Dauernden,Dauernde.N
Dauernder,Dauernde.N
Dazusetzen,Dazusetzen.N:n
Deal,Deal.N:m
Dealers,Dealer.N:m
Debet,Debet.N:n
Deck,Deck.N:n
Decke,Decke.N:f
Decken,Decke.N
Definite,Definite.N
Definition,Definition.N:f
Definitionen,Definition.N:f
Definitions,Definition.N
Definitive,Definitive.N
Degenerierter,Degenerierte.N
Deinige,Deinigee.N
Deinigen,Deinigee.N
Deklamator,Deklamator.N:m
Dekoration,Dekoration.N:f
Delegation,Delegation.N:fen
Demokratien,Demokratie.N
Demütigung,Demütigung.N:f
Denken,Denken.N:n
Denkenden,Denkende.N
Denkens,Denken.N
Denker,Denker.N:m
Denkerische,Denkerische.N
Denkers,Denker.N:m
Denkmal,Denkmal.N:n
Dentist,Dentist.N:m
Deo,Deo.N:n
Departement,Departement.N:n
Department,Department.N:n
Depression,Depression.N:f
Depressions,Depression.N
Deprimieren,Deprimieren.N:n
Derartige,Derartige.N
Des,Des.N:n
Design,Design.N:n
Designs,Design.N:n:1pn
Deskriptive,Deskriptive.N
Desperate,Desperate.N
Detachement,Detachement.N:n
Detachements,Detachement.N:n:1pn
Detail,Detail.N:n
Details,Detail.N:n:1pn
Deterioration,Deterioration.N:f
Determination,Determination.N:f
Deuten,Deuten.N:n
Deutlichen,Deutliche.N
Deutlicher,Deutliche.N
Deutlichkeit,Deutlichkeit.N:f
Deutsch,Deutsch.N:n
Deutsche,Deutsche.N
Deutschen,Deutsche.N
Deutscher,Deutsche.N
Deutschland,Deutschland.N:n
Deviations,Deviation.N
Devote,Devote.N
Dez,Dez.N:m
Dezember,Dezember.N:m
Diabetes,Diabetes.N:m
Dialog,Dialog.N:m
Dialogs,Dialog.N:m
Dichter,Dichte.N
Dichterische,Dichterische.N
Dichters,Dichter.N:m
Dichtung,Dichtung.N:f
Dichtungen,Dichtung.N:f
Dickem,Dicke.N
Dicken,Dicke.N
Dickes,Dicke.N
Dieb,Dieb.N:m
Diebe,Dieb.N:m
Dielen,Diele.N
Dienen,Dienen.N:n
Diener,Diener.N:m
Dienst,Dienst.N:m
Dienstag,Dienstag.N:m
Dienste,Dienst.N:m
Dienstlichem,Dienstliche.N
Dies,Dies.N:m
Diesen,Diesenis.N:f
Dietrich,Dietrich.N:m
Digest,Digest.N:m
Digestion,Digestion.N:f
Diktieren,Diktieren.N:n
Diktierte,Diktierte.N
Dimension,Dimension.N:f
Diner,Diner.N:n
Ding,Ding.N:n
Dinge,Ding.N:n
Dingen,Ding.N:n
Dinner,Dinner.N:n
Direkte,Direkte.N
Direktem,Direkte.N
Direkten,Direkte.N
Direktor,Direktor.N:m
Dirigent,Dirigent.N:m
Dirigenten,Dirigent.N:m
Dirigieren,Dirigieren.N:n
Dis,Dis.N:n
Discovery,Discovery.N:f
Diskrepanz,Diskrepanz.N:f
Diskretion,Diskretion.N:f
Disputationen,Disputation.N:f
Dissertation,Dissertation.N:f
Distanz,Distanz.N:f
Dock,Dock.N:n
Docks,Dock.N:n:1pn
Dogmatische,Dogmatische.N
Doktor,Doktor.N:m
Dolus,Dolus.N:m
Don,Don.N:m
Donnerstag,Donnerstag.N:m
Dons,Don.N:m:1pmen
Doppel,Doppel.N:m
Doppelte,Doppelte.N
Dorf,Dorf.N:n
Dorfe,Dorf.N:n
Dortigen,Dortige.N
Double,Double.N:n
Drachen,Drache.N
Drama,Drama.N:n
Dramatiker,Dramatiker.N:m
Dramatischer,Dramatische.N
Dramen,Drama.N
Drang,Drang.N:m
Dreck,Dreck.N:m
Dreh,Dreh.N:m
Drei,Drei.N:f
Dreieck,Dreieck.N:n
Dreien,Drei.N:f
Dreier,Dreier.N:m
Dress,Dress.N:f
Dressing,Dressing.N:n
Dringen,Dringen.N:n
Dringende,Dringende.N
Dringender,Dringende.N
Dringendes,Dringende.N
Drink,Drink.N:m
Dritte,Dritte.N
Dritten,Dritte.N
Dritter,Dritte.N
Drittes,Dritte.N
Drive,Drive.N:m
Driver,Driver.N:m
Druck,Druck.N:m
Drucke,Druck.N:m
Drucken,Druck.N:m
Drängen,Drang.N:m
Drücke,Druck.N:m
Drücken,Druck.N:m
Drückenden,Drückende.N
Duetts,Duett.N:n
Duldsamkeit,Duldsamkeit.N:f
Dummen,Dumme.N
Dummer,Dumme.N
Dummheit,Dummheit.N:f
Dummheiten,Dummheit.N:f
Dumpfe,Dumpfe.N
Dunkel,Dunkel.N:n
Dunklen,Dunkle.N
Dur,Dur.N:n
Durchblättern,Durchblättern.N:n
Durchdachtem,Durchdachte.N
Durchführung,Durchführung.N:f
Durchgesehene,Durchgesehene.N
Durchgesehenen,Durchgesehene.N
Durchgreifenden,Durchgreifende.N
Durchlesen,Durchlesen.N:n
Durchmachen,Durchmachen.N:n
Durchreisende,Durchreisende.N
Durchschlagen,Durchschlagen.N:n
Durchsehen,Durchsehen.N:n
Durchsetzen,Durchsetzen.N:n
Dutzend,Dutzend.N:n
Dörfer,Dorf.N:n
Dümmsten,Dumme.N
Dümmster,Dumme.N
Dünnem,Dünne.N
Dürfen,Dürfen.N:n
Dürftigen,Dürftige.N
Dürren,Dürre.N
Echtheit,Echtheit.N:f
Ecke,Eck.N:n
Edition,Edition.N:f
Editions,Edition.N
Editor,Editor.N:men
Ego,Ego.N:n
Egoismus,Egoismus.N:m
Egoistischen,Egoistische.N
Ehe,Ehee.N
Ehemaligen,Ehemalige.N
Eher,Ehee.N
Ehre,Ehre.N
Ehren,Ehre.N
Ehrliche,Ehrliche.N
Ehrlichen,Ehrliche.N
Ehrlichkeit,Ehrlichkeit.N:f
Ehrlichsten,Ehrliche.N
Ei,Ei.N:n
Eiche,Eiche.N:f
Eifer,Eifer.N:m
Eifriger,Eifrige.N
Eigen,Eigen.N:n
Eigene,Eigene.N
Eigenem,Eigene.N
Eigenen,Eigene.N
Eigener,Eigene.N
Eigenes,Eigene.N
Eigens,Eigen.N
Eigenschaft,Eigenschaft.N:f
Eigenschaften,Eigenschaft.N:f
Eigentliche,Eigentliche.N
Eigentlichen,Eigentliche.N
Eigentümliche,Eigentümliche.N
Eile,Eile.N:f
Einblick,Einblick.N:m
Eindeutiger,Eindeutige.N
Eindringliche,Eindringliche.N
Eindruck,Eindruck.N:m
Einen,Einen.N:n
Einer,Einer.N:m
Einfache,Einfache.N
Einfachen,Einfache.N
Einfachste,Einfache.N
Einfall,Einfall.N:m
Einfallen,Einfallen.N:n
Einfälle,Einfall.N:m
Einführen,Einführen.N:n
Einführung,Einführung.N:f
Eingebildeten,Eingebildete.N
Eingehender,Eingehende.N
Eingehenderen,Eingehende.N
Eingehendes,Eingehende.N
Eingesetzte,Eingesetzte.N
Eingetretener,Eingetretene.N
Eingetroffene,Eingetroffene.N
Eingetroffenen,Eingetroffene.N
Einheimische,Einheimische.N
Einheizen,Einheizen.N:n
Einholen,Einholen.N:n
Einige,Einige.N
Einigem,Einigem.N
Einigen,Einigen.N
Einiger,Einiger.N
Einiges,Einiges.N
Einigung,Einigung.N:f
Einklang,Einklang.N:m
Einladen,Einladen.N:n
Einladung,Einladung.N:f
Einladungen,Einladung.N:f
Einlasse,Einlaß.N:m
Einlaufen,Einlaufen.N:n
Einleitung,Einleitung.N:f
Einnahmen,Einnahme.N
Einnehmen,Einnehmen.N:n
Einreichen,Einreichen.N:n
Einrichten,Einrichten.N:n
Einrichtung,Einrichtung.N:f
Einrichtungs,Einrichtung.N
Einräume,Einraum.N:m
Einrücken,Einrücken.N:n
Eins,Eins.N:f
Einsamen,Einsame.N
Einsamkeit,Einsamkeit.N:f
Einschätzung,Einschätzung.N:f
Einsicht,Einsicht.N:f
Einspruch,Einspruch.N:m
Einst,Einst.N:n
Einstecken,Einstecken.N:n
Einstellen,Einstellen.N:n
Einstellung,Einstellung.N:f
Eintragen,Eintragen.N:n
Eintreffen,Eintreffen.N:n
Eintreffenden,Eintreffende.N
Eintreten,Eintreten.N:n
Eintritt,Eintritt.N:m
Einträgliche,Einträgliche.N
Einwenden,Einwenden.N:n
Einwickeln,Einwickeln.N:n
Einwilligung,Einwilligung.N:f
Einzelheiten,Einzelheit.N:f
Einzeln,Einzel.N:n
Einzelnen,Einzelne.N
Einziehen,Einziehen.N:n
Einzige,Einzige.N
Einzigen,Einzige.N
Einübung,Einübung.N:f
Eis,Eis.N:n
Eisen,Eisen.N:n
Eitelkeit,Eitelkeit.N:f
Eitelkeits,Eitelkeit.N
Eiternden,Eiternde.N
Ekel,Ekel.N:m
Ekelhafte,Ekelhafte.N
Ekelhaften,Ekelhafte.N
Elegien,Elegie.N
Elektrischem,Elektrische.N
Elektrischen,Elektrische.N
Element,Element.N:n
Elementare,Elementare.N
Elend,Elend.N:n
Elende,Elende.N
Elenden,Elende.N
Elle,Elle.N:f
Ellen,Elle.Nen
Eller,Eller.N:f
Eltern,Elter.N
Emden,Emden.N:n
Empfang,Empfang.N:m
Empfangen,Empfangen.N:n
Empfehlen,Empfehlen.N:n
Empfehlung,Empfehlung.N:f
Empfehlungen,Empfehlung.N:f
Empfinden,Empfinden.N:n
Empfindens,Empfinden.N
Empfindlichkeit,Empfindlichkeit.N:f
Empfindung,Empfindung.N:f
Empfänger,Empfänger.N:m
End,Ende.N
Ende,Ende.N:n
Enden,Enden.N:n
Endlichen,Endliche.N
Energie,Energie.N:f
Engagement,Engagement.N:n
Engel,Engel.N:m:1sm:1pm
Engelein,Engelein.N:n
Engeln,Engel.N:m
Engerer,Enge.N
Engineering,Engineering.N:n
England,England.N:n
Englische,Englische.N
Englischen,Englische.N
Englischer,Englische.N
Englisches,Englische.N
Engländer,Engländer.N:m:1sm:1pm
Enormen,Enorme.N
Enormer,Enorme.N
Ensemble,Ensemble.N:n
Entbehren,Entbehren.N:n
Entbehrungen,Entbehrung.N:f
Entbindung,Entbindung.N:f
Entbrechen,Entbrechen.N:n
Entdeckung,Entdeckung.N:f
Entdeckungen,Entdeckung.N:f
Enter,Enter.N:m
Entfallenden,Entfallende.N
Entfernter,Entfernte.N
Entfremdung,Entfremdung.N:f
Entgegenbringen,Entgegenbringen.N:n
Entgegengesetzten,Entgegengesetzte.N
Entgegenkommens,Entgegenkommen.N
Entgegenstehen,Entgegenstehen.N:n
Enthalten,Enthalten.N:n
Entlarvten,Entlarvte.N
Entleerung,Entleerung.N:f
Entnehmen,Entnehmen.N:n
Entpuppte,Entpuppte.N
Enträtseln,Enträtseln.N:n
Entscheiden,Entscheid.N:m
Entscheidende,Entscheidende.N
Entscheidendem,Entscheidende.N
Entscheidendes,Entscheidende.N
Entscheidung,Entscheidung.N:f
Entscheidungen,Entscheidung.N:f
Entschiedene,Entschiedene.N
Entschlafene,Entschlafene.N
Entschließen,Entschließen.N:n
Entschließung,Entschließung.N:f
Entschluss,Entschluss.N:m
Entschlusse,Entschluß.N:m
Entschlusses,Entschluß.N:m
Entschluß,Entschluß.N:m
Entschlüsse,Entschluß.N:m
Entschuldigen,Entschuldigen.N:n
Entschuldigung,Entschuldigung.N:f
Entschädigung,Entschädigung.N:f
Entsetzlichen,Entsetzliche.N
Entsetzlicher,Entsetzliche.N
Entsprechende,Entsprechende.N
Entsprechenden,Entsprechende.N
Entspringen,Entspringen.N:n
Entstanden,Entstanden.N:m
Entstandenen,Entstandene.N
Entstehen,Entstehen.N:n
Enttäuschen,Enttäuschen.N:n
Enttäuschung,Enttäuschung.N:f
Entwickelte,Entwickelte.N
Entwickelten,Entwickelte.N
Entzückende,Entzückende.N
Eo,Eo.N
Epidemie,Epidemie.N:f
Epigramme,Epigramm.N:n
Epilog,Epilog.N:m
Epischen,Epische.N
Episoden,Episode.N
Epistel,Epistel.N:f
Episteln,Epistel.N:f
Epoche,Epoche.N:f
Erbe,Erbe.N:n
Erbitterung,Erbitterung.N:f
Erde,Erde.N:f
Erdenkliche,Erdenkliche.N
Erdrücken,Erdrücken.N:n
Ereignete,Ereignete.N
Ereignis,Ereignis.N:n
Ereignisse,Ereignis.N:n
Erfahren,Erfahren.N:n
Erfahrenen,Erfahrene.N
Erfahrung,Erfahrung.N:f
Erfahrungen,Erfahrung.N:f
Erfassung,Erfassung.N:f
Erfinden,Erfinden.N:n
Erfindungen,Erfindung.N:f
Erfolg,Erfolg.N:m
Erfolge,Erfolg.N:m
Erfolgen,Erfolg.N:m
Erfragen,Erfragen.N:n
Erfreuen,Erfreuen.N:n
Erfreulicher,Erfreuliche.N
Erfreute,Erfreute.N
Erfüllen,Erfüllen.N:n
Erfüllung,Erfüllung.N:f
Ergeben,Ergeben.N:n
Ergebene,Ergebene.N
Ergebenen,Ergebene.N
Ergebener,Ergebene.N
Ergebenheit,Ergebenheit.N:f
Ergebenster,Ergebene.N
Ergebnis,Ergebnis.N:n
Ergebnisse,Ergebnis.N:n
Ergebnissen,Ergebnis.N:n
Ergebung,Ergebung.N:f
Ergehen,Ergehen.N:n
Ergreifen,Ergreifen.N:n
Ergriffenen,Ergriffene.N
Erguß,Erguß.N:m
Ergänzen,Ergänzen.N:n
Ergänzungen,Ergänzung.N:f
Erhalt,Erhalt.N:m
Erhalte,Erhalt.N:m
Erhalten,Erhalt.N:m
Erhaltung,Erhaltung.N:f
Erheben,Erheben.N:n
Erhebendes,Erhebende.N
Erheblichen,Erhebliche.N
Erheitern,Erheitern.N:n
Erholen,Erholen.N:n
Erholung,Erholung.N:f
Erhältlichen,Erhältliche.N
Erhöhten,Erhöhte.N
Erinnern,Erinnern.N:n
Erinnerte,Erinnerte.N
Erinnerung,Erinnerung.N:f
Erinnerungen,Erinnerung.N:f
Erkannte,Erkannte.N
Erkennen,Erkennen.N:n
Erkenntlichkeit,Erkenntlichkeit.N:f
Erkenntnis,Erkenntnis.N:f
Erklären,Erklären.N:n
Erklärende,Erklärende.N
Erklärte,Erklärte.N
Erklärung,Erklärung.N:f
Erklärungen,Erklärung.N:f
Erkrankung,Erkrankung.N:f
Erkundigen,Erkundigen.N:n
Erkundigte,Erkundigte.N
Erkundigungen,Erkundigung.N:f
Erlangte,Erlangte.N
Erlassen,Erlaß.N:m
Erlauben,Erlauben.N:n
Erlaubnis,Erlaubnis.N:f
Erlaubte,Erlaubte.N
Erleben,Erleben.N:n
Erlebnis,Erlebnis.N:n
Erlebnisse,Erlebnis.N:n
Erledigen,Erledigen.N:n
Erledigung,Erledigung.N:f
Erleichtern,Erleichtern.N:n
Erleichterung,Erleichterung.N:f
Erläutern,Erläutern.N:n
Erläuterung,Erläuterung.N:f
Erläuterungen,Erläuterung.N:f
Erlös,Erlös.N:m
Erlösende,Erlösende.N
Ermessen,Ermessen.N:n:2pn:1sn:1pn
Ermessens,Ermessen.N
Ermitteln,Ermitteln.N:n
Ermutigte,Ermutigte.N
Ermäßigten,Ermäßigte.N
Ermöglichen,Ermöglichen.N:n
Ermüdung,Ermüdung.N:f
Erneute,Erneute.N
Ernst,Ernst.N:m
Ernste,Ernste.N
Ernsten,Ernste.N
Ernster,Ernste.N
Ernstes,Ernste.N
Eroberung,Eroberung.N:f
Eroica,Eroica.N:f
Eroika,Eroika.N:f
Eros,Eros.N:m
Erquickliches,Erquickliche.N
Erratische,Erratische.N
Erregen,Erregen.N:n
Erregende,Erregende.N
Erregten,Erregte.N
Erreichen,Erreichen.N:n
Erreichte,Erreichte.N
Errungene,Errungene.N
Ersatz,Ersatz.N:m
Erscheinen,Erscheinen.N:n
Erscheinende,Erscheinende.N
Erscheinung,Erscheinung.N:f
Erschienen,Erschienen.N:n
Erschienene,Erschienene.N
Erschienenes,Erschienene.N
Erschreckenden,Erschreckende.N
Erschütterndes,Erschütternde.N
Erschütterungen,Erschütterung.N:f
Ersehen,Ersehen.N:n
Ersehnte,Ersehnte.N
Ersinnen,Ersinnen.N:n
Ersparen,Ersparen.N:n
Ersprießlichsten,Ersprießliche.N
Erstarrten,Erstarrte.N
Erstaunen,Erstaunen.N:n
Erstaunliches,Erstaunliche.N
Erste,Erste.N
Ersten,Erste.N
Erster,Erste.N
Erstere,Erste.N
Ersteren,Erste.N
Ersterer,Erste.N
Ersticken,Ersticken.N:n
Ersuchte,Ersuchte.N
Ersuchten,Ersuchte.N
Ertrage,Ertrag.N:m
Ertragen,Ertragen.N:n
Erträglichem,Erträgliche.N
Erträglichste,Erträgliche.N
Erwachen,Erwachen.N:n
Erwachte,Erwachte.N
Erwarten,Erwarten.N:n
Erwartete,Erwartete.N
Erwartung,Erwartung.N:f
Erweckung,Erweckung.N:f
Erweisen,Erweis.N:m
Erwerb,Erwerb.N:m
Erwerben,Erwerb.N:m
Erwidern,Erwidern.N:n
Erwiderung,Erwiderung.N:f
Erwiesene,Erwiesene.N
Erwägen,Erwägen.N:n
Erwägung,Erwägung.N:f
Erwähnen,Erwähnen.N:n
Erwähnte,Erwähnte.N
Erwähnten,Erwähnte.N
Erwähnung,Erwähnung.N:f
Erwünschen,Erwünschen.N:n
Erzeugnisse,Erzeugnis.N:n
Erziehen,Erziehen.N:n
Erziehung,Erziehung.N:f
Erzählen,Erzählen.N:n
Erzählte,Erzählte.N
Erzählten,Erzählte.N
Erzählung,Erzählung.N:f
Erzählungen,Erzählung.N:f
Erörterungen,Erörterung.N:f
Erübrigen,Erübrigen.N:n
Esel,Esel.N:m
Eselei,Eselei.N:f
Ess,Essen.N
Essai,Essai.N:m
Essays,Essay.N:m:1pm
Esse,Esse.N:f
Essen,Esse.N
Esser,Esser.N:men
Ethik,Ethik.N:f
Ethische,Ethische.N
Ethischer,Ethische.N
Etter,Etter.N:m
Etwas,Etwas.N:n
Europa,Europa.N:n
Evangelium,Evangelium.N:n
Evangeliums,Evangelium.N
Eventuelle,Eventuelle.N
Eventuellen,Eventuelle.N
Ewige,Ewige.N
Ewigen,Ewige.N
Ewigkeit,Ewigkeit.N:f
Exchange,Exchange.N:f
Exemplar,Exemplar.N:n
Exemplare,Exemplar.N:n
Exemplars,Exemplar.N:n
Exhaustion,Exhaustion.N:f
Exhibition,Exhibition.N:f
Exhumierung,Exhumierung.N:f
Existenz,Existenz.N:f
Existenzen,Existenz.N:f
Existieren,Existieren.N:n
Expensive,Expensive.N
Experimente,Experiment.N:n
Explanation,Explanation.N:f
Explanations,Explanation.N
Explosion,Explosion.N:f
Exponent,Exponent.N:m
Express,Express.N:m
Expresses,Expreß.N:m
Expression,Expression.N:f
Expressions,Expression.N
Exquisite,Exquisite.N
Extension,Extension.N:f
Extra,Extra.N:n
Extreme,Extreme.N
Fabelhaften,Fabelhafte.N
Fabeln,Fabeln.N:n
Fabrik,Fabrik.N:f
Face,Face.N:f
Fach,Fach.N:n
Fache,Fach.N:n
Fackel,Fackel.N:f
Fact,Fact.N:m
Facts,Fact.N:m:1pm
Faden,Fade.N
Fahnen,Fahne.N
Fahren,Fahren.N:n
Fahrlässigkeit,Fahrlässigkeit.N:f
Fahrt,Fahrt.N:f
Fairness,Fairness.N:f
Fall,Fall.N:m
Falle,Fall.N:m
Fallen,Falle.N
Falles,Fall.N:m
Falls,Fall.N:n
Falsche,Falsche.N
Falschen,Falsche.N
Falscher,Falsche.N
Falsches,Falsche.N
Falscheste,Falsche.N
Falschheit,Falschheit.N:f
Falsum,Falsum.N:n
Familie,Familie.N:f
Familien,Familie.N
Fange,Fang.N:m
Fangen,Fangen.N:n
Farben,Farbe.N
Farce,Farce.N:f
Farm,Farm.N:f
Fasching,Fasching.N:m
Fashion,Fashion.N:f
Fashionable,Fashionable.N
Fassen,Fassen.N:n
Fassung,Fassung.N:f
Fatalere,Fatale.N
Faulenzen,Faulenzen.N:n
Faulheit,Faulheit.N:f
Faust,Faust.N:f
Favorable,Favorable.N
Faßliche,Faßliche.N
Faßliches,Faßliche.N
Features,Feature.N:n:1pn
Februar,Februar.N:m
Feder,Feder.N:f
Feeling,Feeling.N:n
Feelings,Feeling.N:n:1pn
Feet,Foot.N:m
Fehlen,Fehlen.N:n
Fehler,Fehler.N:m
Fehlerhafte,Fehlerhafte.N
Fehlerhaften,Fehlerhafte.N
Fehlern,Fehler.N:m
Feier,Feier.N:f
Feiern,Feier.N
Feige,Feige.N
Feiger,Feige.N
Feind,Feind.N:m
Feinde,Feind.N:m
Feindschaft,Feindschaft.N:f
Feines,Feine.N
Feinheit,Feinheit.N:f
Feld,Feld.N:n
Felde,Feld.N:n
Fell,Fell.N:n
Fellow,Fellow.N:m
Fenster,Fenster.N:n
Ferien,Ferien.N
Ferments,Ferment.N
Ferne,Ferne.N
Ferner,Ferne.N
Ferneres,Ferne.N
Ferners,Ferner.N:m
Fertige,Fertige.N
Fertigen,Fertige.N
Fertile,Fertile.N
Fest,Fest.N:n
Feste,Feste.N
Festen,Feste.N
Festung,Festung.N:f
Fetzen,Fetzen.N:m
Feuer,Feuer.N:n
Feuilleton,Feuilleton.N:n
Ficker,Ficker.N:m
Fieber,Fieber.N:n
Fight,Fight.N:m
Film,Film.N:m
Films,Film.N:m
Final,Finale.N
Finanziellen,Finanzielle.N
Finanzieller,Finanzielle.N
Finden,Finden.N:n
Finger,Finger.N:m
Fingern,Finger.N:m
Fingerzeig,Fingerzeig.N:m
Finish,Finish.N:n
Finite,Finite.N
Finken,Fink.N:m
Finsternis,Finsternis.N:f
Finstren,Finstre.N
Firma,Firma.N:f
First,First.N:m
Fischer,Fischer.N:m
Fistel,Fistel.N:f
Fittings,Fitting.N:n:1pn
Fixierten,Fixierte.N
Fixing,Fixing.N:n
Fjord,Fjord.N:m
Flach,Flach.N:n
Flache,Flache.N
Flachen,Flache.N
Flaches,Flache.N
Flamme,Flamme.N:f
Flammen,Flamme.N
Flasche,Flasche.N:f
Flatter,Flatter.N:f
Fleck,Fleck.N:m
Fleisch,Fleisch.N:n
Flicken,Flicken.N:m
Flieger,Flieger.N:m
Flora,Flora.N:f
Florist,Florist.N:men
Fluchenden,Fluchende.N
Flucht,Flucht.N:f
Fluge,Flug.N:m
Flugzeugen,Flugzeug.N:n
